TCGA-PANCAN-HiSeq-801x20531,gene_0,gene_1,gene_2,gene_3,gene_4,gene_5,gene_6,gene_7,gene_8,gene_9,gene_10,gene_11,gene_12,gene_13,gene_14,gene_15,gene_16,gene_17,gene_18,gene_19,gene_20,gene_21,gene_22,gene_23,gene_24,gene_25,gene_26,gene_27,gene_28,gene_29,gene_30,gene_31,gene_32,gene_33,gene_34,gene_35,gene_36,gene_37,gene_38,gene_39,gene_40,gene_41,gene_42,gene_43,gene_44,gene_45,gene_46,gene_47,gene_48,gene_49,gene_50,gene_51,gene_52,gene_53,gene_54,gene_55,gene_56,gene_57,gene_58,gene_59,gene_60,gene_61,gene_62,gene_63,gene_64,gene_65,gene_66,gene_67,gene_68,gene_69,gene_70,gene_71,gene_72,gene_73,gene_74,gene_75,gene_76,gene_77,gene_78,gene_79,gene_80,gene_81,gene_82,gene_83,gene_84,gene_85,gene_86,gene_87,gene_88,gene_89,gene_90,gene_91,gene_92,gene_93,gene_94,gene_95,gene_96,gene_97,gene_98,gene_99,gene_100,gene_101,gene_102,gene_103,gene_104,gene_105,gene_106,gene_107,gene_108,gene_109,gene_110,gene_111,gene_112,gene_113,gene_114,gene_115,gene_116,gene_117,gene_118,gene_119,gene_120,gene_121,gene_122,gene_123,gene_124,gene_125,gene_126,gene_127,gene_128,gene_129,gene_130,gene_131,gene_132,gene_133,gene_134,gene_135,gene_136,gene_137,gene_138,gene_139,gene_140,gene_141,gene_142,gene_143,gene_144,gene_145,gene_146,gene_147,gene_148,gene_149,gene_150,gene_151,gene_152,gene_153,gene_154,gene_155,gene_156,gene_157,gene_158,gene_159,gene_160,gene_161,gene_162,gene_163,gene_164,gene_165,gene_166,gene_167,gene_168,gene_169,gene_170,gene_171,gene_172,gene_173,gene_174,gene_175,gene_176,gene_177,gene_178,gene_179,gene_180,gene_181,gene_182,gene_183,gene_184,gene_185,gene_186,gene_187,gene_188,gene_189,gene_190,gene_191,gene_192,gene_193,gene_194,gene_195,gene_196,gene_197,gene_198,gene_199,gene_200,Class
sample_44,0,3.472409786,3.007464636,6.66246188,9.188460271,0,7.974988112,0.425244442,0,0,0.753262219,1.020413303,2.842113961,0,0,0,0,0,9.495061526,9.110076087,3.774449733,4.792277534,7.654979657,0,0,0.425244442,0,9.366094863,5.408745822,5.721430082,6.998229358,0,7.265146182,0,15.65840118,10.86196312,5.465814519,0,9.475743562,4.234692911,8.023310805,0,0,0.425244442,1.020413303,5.889451639,9.104695716,9.528930698,11.03552082,1.245678194,9.175601943,9.262801922,10.91748397,10.10742634,7.726783544,9.444141099,9.598207,6.951039873,8.827199777,4.519812353,6.525780745,6.223150281,0,4.067776372,10.97926084,10.26525169,9.785264456,2.842113961,9.247424381,3.358410329,7.920912554,6.039853421,3.700284343,8.842366059,0,9.566596374,6.49945527,0,10.8066785,8.683029685,8.968174292,6.247699702,8.357763115,0.425244442,0,0,10.78752715,9.000400067,11.70535592,10.35823361,9.194380129,7.421063365,6.834534255,9.633505683,1.612069358,9.766079963,8.593678699,5.563170336,10.68910693,10.26966437,9.951828173,10.23149721,9.519528145,10.2760546,10.21287327,9.895302621,2.973868385,1.440473877,0.425244442,10.16972461,8.183292964,2.254291686,10.49269442,9.48405352,8.302442439,10.64654971,9.030029782,5.34932635,11.02131315,7.774997849,10.46180683,8.392029714,9.701018761,8.350205496,10.33771109,10.17272752,10.80394543,9.129633343,10.9873635,9.960293049,11.70372625,6.745156642,11.38457332,7.256142627,9.944316748,0.425244442,10.39726818,9.500535187,9.56985371,6.331522504,10.72841374,13.05919403,8.655083445,9.536276361,10.31307576,12.89676379,9.228585436,9.818032475,10.48408777,11.16048284,10.2162002,10.67223969,13.7095362,9.088433152,8.257896939,9.96425855,9.463886023,11.857981,7.978756213,9.982466011,9.619112173,10.65822934,8.534890347,2.254291686,1.904002316,2.535928525,4.067776372,1.765407444,0,0,8.754626992,8.505251831,10.67284076,0.753262219,7.013618581,7.955196542,9.632882539,4.603572938,11.75842728,12.84298865,11.11415226,6.994353437,10.74493472,12.35460202,5.867085956,0,9.547806464,9.410377148,9.008103629,8.134847259,2.354395738,10.57182847,8.250492659,8.314918531,10.32546287,8.051551557,8.002246825,1.765407444,11.89844645,10.4016582,9.737975691,KIRC
sample_45,0,3.092055176,2.210326517,5.884849418,10.16523363,0,6.476166175,0.570462931,0,0,0,0,2.769750585,0,0,0,0,0,0.570462931,10.85429181,2.607034346,6.151065262,8.363442696,0,0,0.570462931,1.555816155,8.781894067,4.790495773,7.117892402,0,0,6.20740094,2.769750585,13.29890743,7.572821472,0.788685711,0,9.344664303,0.313245852,9.681461564,0,0,0,0,6.537709183,10.63003955,10.11783787,11.08920549,0,8.632064595,8.555141267,11.40855796,9.467856166,8.979190801,7.673930899,9.678476902,4.700522948,8.896447452,2.868864523,7.410434391,7.964646993,0.313245852,1.295723025,10.70611608,11.00778417,11.74732026,5.107047552,7.28275485,6.978756213,7.800155717,2.213347282,6.55641562,9.942640589,0,5.770617647,5.176410545,1.145677455,9.339609534,8.056870695,8.639145321,8.297778355,8.725154908,11.55713339,4.280199146,2.868864523,10.84138351,3.282424978,8.765107046,7.559897094,11.30782694,1.776103988,6.335958388,8.684068307,8.193402153,7.103560583,8.469894114,3.889707158,11.82033854,9.028259718,10.99772286,10.75757336,9.876814664,10.62407347,10.00218212,5.802309559,1.874796966,1.295723025,0,9.008694726,9.786210808,1.555816155,11.26226519,8.382438139,7.395088513,9.820664035,8.55700028,3.958833397,12.720039,10.01001052,10.0282238,9.644784626,6.49955413,8.050284014,10.69346953,10.2830652,6.674149887,7.41572487,11.5662729,10.46014869,11.66826009,2.769750585,9.669912583,0.788685711,2.053980168,0,10.48379563,8.872016092,7.829678344,7.163357837,9.323525446,10.06460805,12.5697251,8.192204031,9.341432092,8.18380904,7.946321477,9.840639469,0,10.20785626,11.50053817,7.444128672,10.89561315,4.777803682,5.916760856,10.73619896,9.090022414,9.705126059,9.274063603,11.43026959,7.220774924,10.21435555,8.925518836,3.352603176,2.213347282,7.046480147,2.820158535,2.213347282,0,0,5.424656764,7.625146265,0.97819563,0.570462931,7.949155534,8.451021488,7.875091965,1.967168608,11.27995874,12.771182,0,5.480575346,9.985713881,11.00931778,5.129909423,0,9.339901209,10.00809242,9.072234454,8.196980731,2.915979737,8.880204914,7.827012363,8.878719212,10.72308921,7.250952102,10.14065086,1.145677455,10.43534731,10.22754375,9.549959821,BRCA
sample_46,0,1.149259366,2.575384948,7.39752918,10.28453495,0,6.313835364,0,0,0,2.179670279,0,4.077841149,0,0,0,0,0,0,6.691855162,1.467383831,2.179670279,11.1530833,0,0,0,2.179670279,9.843790748,7.881266942,7.763325255,0,7.230366353,5.734728585,0,13.99018376,9.898179627,0,0,9.78149414,0,9.027189999,0,0,2.179670279,0,7.757269988,9.365073524,10.38412538,11.20955693,0.9127265,8.672015106,10.26086074,11.59757307,8.933941408,5.972299765,8.678248005,10.2835167,7.541863267,9.876670417,3.296618921,6.127517727,0,0.9127265,1.467383831,7.213308395,10.80222554,10.0416044,2.179670279,7.870426372,3.640852259,7.678656473,6.919280485,4.527652152,7.568936547,0,5.551389892,3.640852259,1.467383831,9.620012664,7.768998093,9.66083915,6.378166514,8.561769082,6.821353068,1.867026632,0,10.50471969,0,4.733126529,9.427428088,8.520752239,1.467383831,5.63062971,5.800175136,6.716277599,8.527668571,10.25044055,3.534982919,9.646612709,8.292068506,9.488972848,10.18741394,10.16540952,10.25566595,7.745452483,7.304739183,4.733126529,0,0,9.923314113,11.20092925,0,11.56977968,7.990444383,10.05483491,11.88968267,6.691855162,5.496034054,11.33413918,6.281462727,10.4737159,8.985093363,8.164736005,9.578297205,9.226489263,10.37648358,7.809292242,6.79865972,12.13021982,8.861874744,11.5893328,8.405315938,8.531116292,1.467383831,9.382347348,8.643643377,10.83117263,9.258919304,9.887465868,7.640881173,11.60862446,9.70422529,11.16033156,9.499566886,9.229525438,8.177987534,9.058573556,9.571618036,7.870426372,8.920864929,9.795890301,9.333841865,12.71147125,3.296618921,5.845168859,8.292068506,9.871241476,10.44659742,8.937918131,9.063343844,9.206000904,8.604920111,8.814582466,4.000396687,0,8.332130561,4.825836497,0,0,0,8.142377697,9.405064858,2.43645504,0,3.918557974,7.944659359,9.157771344,8.768607806,11.22612917,11.40299604,0,6.6794801,10.9304195,12.05029082,6.615995919,0.9127265,10.24492273,9.912784572,8.624411661,5.656104467,3.010940925,9.483646513,9.586072273,9.014935468,11.11397652,8.489209743,8.936540775,5.408806951,9.896845506,10.00612968,8.748025085,PRAD
sample_47,0,3.44619005,3.620961697,7.17191735,9.796558821,0,8.175245137,1.972508859,0,0,0,1.972508859,2.21896711,0,0,0,0,0,0,8.617963278,3.823779926,0,7.783574517,0,0,0,1.300006547,9.492714449,0.791689067,4.459300459,7.451277062,0.791689067,8.21273955,5.230986874,10.38215926,4.094641454,0,0,9.968537204,0,10.49974625,0,0,0,0,7.292137545,10.07309721,8.763408255,11.35489399,0.791689067,8.628128349,9.940908173,10.97517446,8.989828733,7.589126775,7.797869,10.6219145,8.998700426,8.617963278,5.144168765,6.573753208,6.253728378,3.896407489,1.675093274,8.698697722,10.59761497,7.653411187,3.823779926,9.439018425,3.823779926,10.22800093,0.791689067,4.424357795,9.333432679,1.300006547,8.668090752,2.21896711,0,7.883578053,8.910945477,9.984247547,6.275677566,9.82707272,1.972508859,0,4.374371813,10.52645033,3.747301458,12.75740043,6.917730098,10.64251205,5.312875696,5.487605326,7.902965941,0,1.675093274,8.404209155,1.300006547,10.68221335,8.915320712,10.77060608,10.65237893,10.64646871,10.14286013,10.01922931,2.613036526,1.300006547,0.791689067,1.300006547,9.480953744,11.80510298,8.546412195,10.60440497,9.288596192,8.503579306,12.06151971,8.577119106,1.675093274,13.44918734,9.566906461,8.385405151,9.032751056,8.899945966,5.643440634,10.77082905,8.543588678,3.666529378,5.390365029,11.04573236,8.48591784,12.77571727,8.317598027,6.943663512,9.878403494,12.55405877,0.791689067,12.74730977,9.492714449,9.756878183,7.694727003,10.79574747,11.51879083,11.09382027,6.628935408,10.1530833,8.537925012,9.006331689,10.02426704,0,9.854676738,9.969587981,10.08285425,13.51464009,5.745269607,4.953088268,10.4025751,9.534205597,9.760530347,9.63155178,10.39710771,8.08877764,10.43493049,8.93269311,4.883327556,0.791689067,8.337296311,6.741642256,3.176705738,0,0,6.607462,8.061398197,9.681809402,0,6.410743041,8.18977021,10.5582772,7.538964887,11.67114297,11.98682332,0,8.655065551,9.716075206,12.17443888,10.0175044,0,9.52588682,8.025416445,7.849086031,5.622180704,0.791689067,9.943052483,8.328203675,9.601263806,11.84988592,8.171592154,8.657679302,0,10.73762762,8.815844372,6.891321967,COAD
sample_48,0,3.768449015,2.736171894,6.698537992,10.00228059,0,7.708952809,0.768501947,0.434774991,0,2.941688531,1.931267017,3.068086048,0,0,0,0,0,4.21622979,10.18904618,3.439463568,3.068086048,8.143357702,0,0,0,1.791689067,7.95169852,5.822095324,6.428239559,0,3.184280294,6.720456328,1.463988577,13.01226836,7.514516816,0.434774991,0,9.595113858,2.728551836,9.490359535,0,0,0,1.039278795,6.497328141,11.17180854,9.40909388,11.20400251,0,7.816279698,8.975234656,12.05134491,11.6925414,8.235473379,6.34335452,11.09083359,5.190847916,9.769781655,1.931267017,6.206645177,9.994339293,1.791689067,3.695904755,8.912359453,11.25327431,10.22849405,6.445869033,6.82279387,4.899310998,7.19594794,3.068086048,5.56772188,8.803020332,0,5.258692279,4.466268196,2.175492665,9.857236136,9.270533614,8.909218069,8.323595247,8.573192724,10.3178761,5.556984191,8.926008317,10.31509294,4.466268196,9.307842876,7.641936128,10.57501918,0.434774991,3.342739622,4.829636488,8.941572928,7.649536425,7.598082285,3.391905165,11.13188911,7.802839441,10.97182373,11.05836385,10.2548987,10.0165576,9.36282929,5.148551829,1.039278795,0.434774991,0,9.871879063,9.564612527,3.979394326,11.20830143,8.712774593,7.831953224,12.21409444,8.250549506,5.991179413,11.62875082,7.992116941,9.600353392,10.35399587,7.256935161,7.250288942,10.54301248,10.54612276,6.519623673,6.888511912,10.46191935,9.946803952,11.74241892,4.443122578,10.04854137,0.434774991,6.480378232,0,10.13004281,9.640326289,8.015838738,7.046567454,10.40204209,8.415678398,12.24870738,8.21853902,8.781271182,8.418649574,9.291739375,9.999041642,0.434774991,9.109908989,10.24365004,7.457914352,11.26981045,6.361982362,5.991179413,10.6561835,8.006062344,10.55153524,10.00454353,11.35286554,7.791436421,10.00178817,8.904989796,8.763866329,0.768501947,6.926556931,3.485491232,2.175492665,0,0,6.226231062,8.414194742,2.058558945,1.791689067,7.371689536,9.78998513,8.171792283,2.478350601,11.00873674,13.1008315,0,6.374269209,9.594458975,12.07902804,4.160565278,1.463988577,10.27427331,8.908161411,8.079132734,7.959868665,2.941688531,9.278728213,9.616153657,7.994110138,10.58165253,10.54950553,7.847589839,1.267236142,11.06998002,9.993348858,10.35593466,BRCA
sample_49,0,4.57782155,3.800237273,7.280780048,10.15322267,0,7.183417038,0,0,0,0.633198686,1.407570295,3.587280971,0,0,0,0,0,0,9.517039425,3.373843063,4.085594615,8.363587247,0,0,0,3.373843063,9.111307844,4.83532788,8.313019052,0,8.197521421,6.256425725,2.279976373,14.14971537,8.955118061,0.633198686,0,9.055634931,0,9.774673418,0,0,0,1.407570295,5.823937836,10.25755285,9.986937059,10.75649795,0.633198686,8.87760623,8.850518166,11.74639255,10.47866852,7.825881007,8.659303803,10.2997804,7.790420182,7.602795351,2.106281309,6.473588868,6.839191188,2.279976373,2.819790787,9.428636541,8.991490668,11.95517765,3.937824583,7.569711332,6.182400313,10.45564573,4.560072935,5.345871802,9.592081364,1.407570295,6.31809807,4.993402642,1.071694033,9.130156098,8.754399842,9.030013224,6.587569018,9.332094747,0,0,0,10.40436458,4.176314793,10.2685537,9.452704558,9.868643557,4.625942577,7.069669948,7.479060758,1.908736064,9.597222013,8.516838566,4.993402642,10.17470102,9.023917877,10.91967527,11.32639578,10.35848637,9.970393538,10.95573708,5.326195761,1.407570295,1.679829119,0,9.039108228,9.192347069,1.071694033,10.21872063,9.21526118,8.436520003,9.802534136,8.781746566,3.651935699,12.71116792,9.178694725,10.01333663,8.743312994,7.033731331,7.978653265,10.63003045,9.868643557,7.231806782,7.353446804,10.66790986,10.30921485,12.55930777,6.796922158,6.846117173,6.31809807,10.21203426,0,10.61161504,10.01870093,8.150742439,7.166916252,9.108430365,9.794500346,10.36029843,6.839191188,9.008568683,8.492770519,8.848795052,9.644645849,3.123252331,9.749038088,9.756409544,8.064295473,11.57796219,7.323991476,7.415293893,9.900596655,9.262813664,9.881341898,8.64056309,11.11258286,7.997439199,9.476331053,9.461749544,6.996863239,2.574997615,5.707074707,3.373843063,0.633198686,0,0,6.866697838,7.678473381,5.737189195,0,6.768038724,8.450221496,10.80127993,9.663410447,12.07865786,11.98998693,0,8.255892511,10.52902053,10.52533483,7.048999015,0,9.755802255,9.101211457,8.663230748,5.722209158,1.407570295,8.88791209,8.476458649,9.141177305,10.84169014,7.283745868,7.606878939,5.529168151,10.69212726,10.2293596,9.320951691,LUAD
sample_50,0,3.818472254,3.215771771,6.598796925,9.48988809,0,7.581697718,0.366476094,0,0,0,0.901108243,3.43721442,0,0.366476094,0,0,0,0.366476094,10.04860948,4.220298995,5.153091917,9.778660334,0,0,0,7.343043549,8.541441272,4.447618867,6.762787299,0,1.290365421,6.269942027,0.658371456,12.86506047,6.86628983,1.728312379,0,10.14975982,0.366476094,10.3423414,0,0,0,0.658371456,5.281026814,10.9481993,9.44450557,10.84220104,0.366476094,8.914226651,9.285129376,11.68199822,9.206809253,8.317828629,8.153197331,10.45212796,3.230525831,11.764656,1.960400501,6.700495205,9.176125765,0.366476094,3.358058618,11.1860709,10.11067905,12.49103383,2.989175347,8.179336873,5.885674412,8.280747575,5.010368093,4.725053995,10.02317217,0.901108243,4.846026885,5.61479817,1.596553553,7.892281727,9.032946613,9.57439674,8.022106995,8.545914329,9.622295299,3.747870724,2.492314685,11.16864705,3.230525831,8.741841095,6.416821168,11.12167597,2.250749397,3.13876533,6.789168442,6.999413786,7.890300762,8.384261393,2.250749397,11.60721471,8.407790354,10.46664751,10.89661244,10.6439734,9.86485316,10.60486823,5.842702331,1.728312379,0,0,9.064457161,8.802897587,0.901108243,12.34375202,8.557034754,6.989593185,10.24497028,8.984352945,1.960400501,13.35157423,9.003987256,9.548446258,9.525420972,4.660535064,7.535220934,10.45081947,10.20700211,7.188598736,6.796688594,11.06983238,10.61367898,11.38999156,5.798413476,10.21859956,1.10882551,1.451540833,0,10.9683284,9.102143691,8.216280241,5.157888539,10.20735603,9.501447107,12.80896417,7.993759264,10.38289417,7.548344141,8.889014109,9.302483566,0.901108243,10.42658974,12.32866651,10.06739402,11.71946583,7.053806444,3.950347096,10.31246324,9.329827725,10.94883443,9.000408518,11.97109084,7.468477424,10.12643346,9.347295812,4.522137376,3.185374994,6.351905662,5.681348059,1.10882551,0,0,7.388577029,8.654464184,1.451540833,0,6.691645824,7.965663093,9.157983501,1.10882551,11.66192503,13.04894318,6.699690432,5.41417275,10.51049716,10.95507591,5.737162148,0,9.313220906,7.865467283,6.695673735,8.457294684,1.290365421,8.060917452,8.310462824,8.207839179,10.41358562,6.833737665,9.765780037,1.10882551,10.29497678,10.24049322,11.27078588,BRCA
sample_51,0,3.858915956,4.324522612,6.708380392,10.24089864,0,6.401096251,0,0,0,0,0,3.591344313,0,0,0,0,0,0.690729962,7.750258115,3.167165213,2.025135132,9.872593318,0,0,0,2.025135132,9.8763696,5.397197149,5.190757068,6.325785749,0,6.631658723,0,13.78841247,7.152132705,1.155813984,0.690729962,8.985810636,1.507008078,9.726524721,0,0,0,5.218385961,6.824946015,9.87542684,9.156970421,11.141807,0,8.159467729,9.35123962,11.95904561,9.985258481,7.182940537,9.14450275,10.66094074,3.515901644,11.49877941,2.405556763,7.049129745,6.952018991,3.663025757,0,8.891956816,10.363642,13.16273748,2.563768278,6.923101629,3.26256846,8.388236903,7.09495386,3.858915956,9.71708346,0.690729962,5.766160486,6.11188891,0,10.36657357,8.411837199,9.758583011,6.623596214,8.187114492,1.155813984,0,0,10.19099751,8.795565665,11.82945716,10.45672403,9.122419065,6.186767948,7.533088289,9.210289009,3.918720153,6.994319491,8.358853362,3.515901644,10.7056583,8.137641844,11.09397209,10.25038133,10.62324137,9.989621566,8.783554874,5.845336992,0.690729962,0.690729962,0,8.91783152,10.10673304,2.227864273,10.85087442,8.717744958,9.632551782,11.76448184,8.744840563,2.025135132,12.03510837,8.991042758,10.09625395,8.334358213,7.729539175,7.589374003,10.58545083,9.825528071,6.632998104,7.616710564,11.39503066,10.79313182,12.90894047,8.552972589,10.23943146,8.193180354,12.52131089,0,11.3417523,9.390048547,8.414435781,8.012864735,10.52084454,10.69554151,10.98935192,6.222798766,9.330748853,7.687179695,9.355302639,9.957898642,2.227864273,10.37034958,10.17115177,9.108040864,12.27564149,5.905690255,6.314700151,8.675032565,8.507469601,12.12908012,7.868625039,11.01397861,7.810693728,10.01723992,9.392686637,6.57842251,2.227864273,6.059718675,2.836045304,2.227864273,0,0,8.315018196,8.229054311,5.094214953,0,5.665028868,7.737862491,10.26197736,8.683678912,11.18772322,12.22175929,5.438638844,8.557681956,10.0610201,11.25614381,6.961287617,0,9.326036176,9.690525349,9.161618159,7.84962403,2.706331623,9.038987557,8.536507557,8.757179966,10.72619261,8.320570421,8.827117191,0.690729962,10.86756447,9.65690032,9.430410734,LUAD
sample_52,0,2.396707521,2.399061691,6.343800424,11.10566629,0,8.188875625,0,0,0,0,1.189729694,1.832768519,0,0.512985335,0,0,0,0,9.31770655,3.597268951,5.082966514,6.425915782,0,0,0,2.614568512,8.049331264,2.711803236,6.862116592,0.512985335,0,6.655005426,12.04465367,12.27289218,6.740172025,0.890719057,0,9.496364476,0,10.20409424,0,0.512985335,0,0,4.536401095,9.509949146,9.940044856,10.5102301,0.512985335,8.696098171,9.396606922,12.75177835,8.930190311,7.933147698,4.663390165,10.36316012,5.894897776,5.894897776,0.512985335,5.705062799,1.832768519,10.37062203,3.317260648,9.74491959,10.2207048,11.64303542,2.969472865,3.9157121,3.742426666,8.889199726,3.695648683,2.802896295,9.644580962,0,2.969472865,2.711803236,1.189729694,9.185777365,8.411468617,10.1536027,5.647354808,9.421976435,2.397885086,0,0,10.8463366,2.711803236,7.587289974,9.025482888,9.76771438,0,1.189729694,3.597268951,0,7.285513191,7.381006437,1.648557478,9.876579871,8.119682988,11.06857005,11.24086883,10.93301931,10.19255174,7.531771325,3.545449498,1.832768519,1.648557478,2.397885086,9.043106595,9.281535984,0,10.88561249,8.529539875,7.035546935,10.77077124,8.037656765,4.75749802,10.83828212,9.235265136,8.638674835,9.280545766,6.509436159,8.979845295,11.82717993,9.969228212,5.377401431,5.730580182,10.73000303,10.5000551,11.28449447,5.170586085,5.187593574,5.622183633,3.317260648,0,8.354258199,9.569540459,8.697732126,7.574419447,9.233219405,11.6782392,11.69171299,6.337261518,8.73580308,8.374817796,8.030606448,10.55595991,1.189729694,9.454829795,6.958981835,8.178281409,12.61889476,6.447253529,4.867110673,9.957499671,9.314895879,9.813620883,9.971155526,11.49806633,7.187480747,11.0372518,9.794323258,7.631453561,0,7.860782822,5.558249263,0.512985335,0,0,7.538421763,8.319965597,3.695648683,0.512985335,5.776259306,5.634636827,7.281559166,3.377776216,11.16347986,11.87723044,0,8.176153198,10.13837421,11.21733979,6.007199987,0.890719057,9.141325492,7.265633798,6.657144065,3.435855247,0,9.170453392,8.596387321,8.764420471,10.87595664,4.588546749,8.224329741,1.648557478,11.54335571,9.625988224,9.090213008,BRCA
sample_53,0,3.639278477,3.402176425,6.457787978,9.993660211,0,8.326258691,0.533563348,0,0,0,0.533563348,2.04701482,0,0,0,0,0,0,7.41449075,2.860962798,0,7.618803933,0,1.228049048,2.671293372,6.79552021,9.520522432,8.000416969,5.219067819,0,1.228049048,6.895969035,4.62745509,14.26959425,9.319972369,0,0,9.860404179,0.922197848,10.17770606,0,0,0,0,8.444016826,10.0945264,11.46594896,11.98066442,0,8.960419037,9.637807653,11.28477206,9.439157677,8.02044664,9.501942647,10.12202556,6.9756875,11.06282193,3.178714641,7.384205261,0.533563348,0,3.028569152,6.715028482,10.67570128,10.48211215,2.566206293,9.676191584,3.105594276,7.834970297,7.711047437,5.48719369,8.318190284,0,8.128210902,3.659353759,1.228049048,9.720752148,8.230630539,10.53005513,6.124754097,8.500371857,8.519848514,3.709566354,0,10.77667977,1.480265122,4.974065777,14.2997804,10.2313292,0.922197848,1.694880193,2.452858965,5.073280407,7.791924743,8.542536655,2.195347598,9.592533655,8.948787713,10.45293102,10.75368476,10.3743766,10.73978061,8.657314876,10.45339411,1.694880193,1.881664619,0,10.51645843,10.97734433,0.533563348,11.37528927,9.111693857,9.008921575,10.86725557,7.595623005,7.228982187,13.4763665,8.363977023,9.950592347,8.795945482,7.074698091,8.230630539,10.28624586,10.82160659,7.140236726,8.36005256,11.41578929,9.757503354,9.117515837,6.190759044,9.335046389,4.37086174,0.533563348,2.769242795,10.61525259,8.997600088,9.063033688,6.199570273,12.05885762,7.815043798,13.03626807,9.049696106,9.632122775,9.604731123,10.79460269,9.9495539,10.66381602,10.07849776,11.59843407,8.696748498,12.82544777,6.225685604,4.799600242,9.856928128,8.903924012,9.910234971,10.5899975,9.805909893,8.219841299,9.697341188,8.933023734,4.911087537,2.329841177,7.135657989,3.894575273,2.329841177,0,0,8.561455979,7.615511936,3.178714641,3.937344392,6.766157835,9.463138104,10.26319877,6.98580779,11.18153742,13.23463484,0,9.230378362,10.28509006,11.80007885,3.758089934,0,9.796480951,8.952700484,8.268808643,4.205744385,0.533563348,8.301916824,9.405520174,8.773993029,11.44933955,5.166108839,8.933023734,7.224677025,10.84881852,11.09417008,6.38865968,PRAD
sample_54,0,2.554195894,1.296134325,8.770277361,10.46290098,0,8.013992565,0,0,0,0,0.736561583,3.54344639,0,0,0,0,0,0,7.243802347,3.221536856,0,10.23185717,0,0,0,1.584337197,10.09486943,1.221815228,4.275089016,8.379863516,5.522620761,7.205509813,0.736561583,10.11233524,5.680881296,0,1.414460306,9.625966314,0.736561583,10.0606419,0,0.414785006,0,6.290605024,6.865300243,9.681449265,8.968666793,11.7827198,0.414785006,8.827663444,10.34148547,11.64364428,8.753928727,7.729226455,6.913930574,9.805319867,9.370454203,8.960007726,1.736301802,7.951121492,2.5841688,3.968726688,4.563865878,8.133465915,11.71027695,9.019557371,1.221815228,8.341856802,0.736561583,7.997162541,2.501719377,1.584337197,9.094436665,1.414460306,7.278272886,3.368363276,0.736561583,9.813611264,8.335921776,9.725824643,6.882789757,9.927804624,1.221815228,0,5.072315928,10.42634863,5.195461781,12.79629518,7.978229957,10.73459108,5.356615708,5.043462625,7.683205181,0.736561583,4.68089817,7.509482082,0.414785006,10.74387509,9.432974018,11.14899764,10.81495891,10.47308674,11.03704584,9.346292104,5.356615708,1.873773834,2.321148829,0.736561583,9.771078391,10.10757019,0,11.33237787,9.826117839,7.598953205,11.3699081,8.69136666,2.806530289,12.01758791,8.975366512,9.257213389,8.883718557,8.682035979,7.584007902,10.7382274,9.529772153,3.623609382,5.01402047,11.25170726,8.492229751,12.22072596,8.437831122,5.086529031,8.278263592,11.44456976,0,12.02820998,10.04570506,8.213361864,8.240629169,11.17873954,11.03200439,9.773277699,7.74723297,9.346292104,7.117985879,7.57899153,10.20930714,0.414785006,9.527168103,9.562553448,9.759482108,12.38812764,5.937652768,1.414460306,10.5219439,10.48742806,8.402764805,10.40074071,10.35144724,8.14879178,9.691364915,8.97632067,7.036129644,2.414243799,9.389209707,3.699551633,0.999494968,0,0,7.422510545,9.027867303,9.880152864,0,4.968694437,7.198720048,9.708697663,5.671483039,11.89031748,12.1892748,0.736561583,7.469365054,10.57331582,11.14169845,10.28377133,0,10.04176865,7.817092381,7.135185974,6.62840471,0.736561583,11.00443117,9.713759385,9.148786697,11.8444547,7.422510545,9.126603816,0,11.43644609,9.423206273,9.490892984,COAD
